mal_id,title,title_english,title_japanese,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics
48672,Tsugu Tsugumomo Mini Anime,,継つぐももミニアニメ,ONA,Manga,59.0,Finished Airing,False,"Dec 16, 2019 to Aug 3, 2020",45 sec per ep,PG-13 - Teens 13 or older,6.07,407.0,9550.0,12384,1709,3,,,,Zero-G,,AQUA ARIS,Comedy,,,
17088,Agigongryong Doolie,Little Dino Dooly,아기공룡 둘리,TV,Unknown,6.0,Finished Airing,False,"Oct 7, 1987",15 min per ep,PG - Children,6.07,224.0,9561.0,15722,667,2,,fall,Unknown,,,,Adventure,,,Kids
38413,Arad: Suming Zhi Men,The Fate of Arad,阿拉德：宿命之門,ONA,Game,20.0,Finished Airing,False,"Apr 28, 2017 to Sep 1, 2017",14 min per ep,PG-13 - Teens 13 or older,6.07,308.0,9562.0,11046,2582,11,,,,"Tohokushinsha Film Corporation, Tencent Animation & Comics, Tencent Games",,"Success Corp., Dangun Pictures","Action, Adventure, Fantasy",,,
14949,Yurumates 3D OVA,,ゆるめいつ 3でぃOVA,OVA,4-koma manga,1.0,Finished Airing,False,"Aug 30, 2012",3 min,PG-13 - Teens 13 or older,6.07,1035.0,9557.0,11533,2241,2,,,,Takeshobo,,C2C,"Comedy, Slice of Life",,,Seinen
10751,Kikou Kai Galient OVA,,機甲界ガリアン,OVA,Unknown,3.0,Finished Airing,False,"Jan 26, 1986 to Aug 5, 1986",56 min per ep,PG-13 - Teens 13 or older,6.08,720.0,9519.0,12670,1562,1,,,,,Sentai Filmworks,Sunrise,"Action, Fantasy, Sci-Fi",,Mecha,
10282,Manga Nippon Mukashibanashi,,まんが日本昔ばなし,TV,Unknown,12.0,Finished Airing,False,"Jan 7, 1975 to Mar 25, 1975",25 min per ep,G - All Ages,6.08,454.0,9523.0,13687,1170,0,,winter,Unknown,Group TAC,,,,,Historical,
10217,Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!!,Twin Angel: Twinkle Paradise,快盗天使ツインエンジェル 〜キュンキュン☆ときめきパラダイス!!〜,TV,Game,12.0,Finished Airing,False,"Jul 5, 2011 to Sep 20, 2011",24 min per ep,PG-13 - Teens 13 or older,6.08,3024.0,9517.0,6886,9545,5,,summer,Unknown,"Kadokawa Shoten, Wave Master",,J.C.Staff,Fantasy,,Mahou Shoujo,
9782,Norageki!,Five Numbers!,ノラゲキ！,OVA,Original,1.0,Finished Airing,False,"Jan 22, 2011",24 min,PG-13 - Teens 13 or older,6.08,5271.0,9524.0,6454,11129,2,,,,Showgate,Sentai Filmworks,Sunrise,"Mystery, Sci-Fi",,Space,
56525,Zero Sugar Saero CM,,제로 슈거 새로,CM,Other,1.0,Finished Airing,False,"Mar 24, 2023",1 min,G - All Ages,6.07,119.0,,20742,244,1,,,,,,STUDIOK110,Fantasy,,,
55878,Hataraku Maou-sama!! Recap,The Devil is a Part-Timer! Season 2: Recap Special From Sasazuka to Ente Isla!,はたらく魔王さま！！,Special,Light novel,1.0,Finished Airing,False,"Jul 6, 2023",23 min,PG-13 - Teens 13 or older,6.07,3497.0,9574.0,6710,10159,12,,,,,,Studio 3Hz,"Comedy, Fantasy",,"Mythology, Workplace",
54899,Wanderer,,WANDERER,Music,Mixed media,1.0,Finished Airing,False,"Mar 24, 2023",2 min,PG-13 - Teens 13 or older,6.07,125.0,,20962,232,0,,,,,,Tonari Animation,,,Music,
54738,Majutsushi Orphen Hagure Tabi: Seiiki-hen,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,魔術士オーフェンはぐれ旅 聖域編,TV,Light novel,12.0,Finished Airing,False,"Apr 12, 2023 to Jun 28, 2023",23 min per ep,PG-13 - Teens 13 or older,6.07,2513.0,9530.0,6257,11974,38,This season adapts contents from volumes 16-20 of the light novels.,spring,Wednesdays at 20:30 (JST),"WOWOW, Bushiroad, BS Fuji, Nippon Television Network, Yomiuri TV Enterprise, TO Books, NetEase, MediaNet Pictures, Bandai Namco Music Live",,Studio Deen,"Action, Adventure, Drama, Fantasy",,Martial Arts,
54278,Watashi no Hashtag ga Baenakute.,,私のハッシュタグが映えなくて。,CM,Original,1.0,Finished Airing,False,"Jan 18, 2023",3 min,G - All Ages,6.07,571.0,,11831,2049,7,,,,,,Bandai Namco Filmworks,,,School,
54265,Kekkon Yubiwa Monogatari,Tales of Wedding Rings,結婚指輪物語,TV,Manga,12.0,Finished Airing,False,"Jan 6, 2024 to Mar 23, 2024",23 min per ep,R+ - Mild Nudity,6.07,45866.0,9525.0,1955,119283,370,,winter,Saturdays at 21:30 (JST),"Square Enix, Toei Video, Pony Canyon, AT-X, KlockWorx, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, APDREAM, Bushiroad Move",Crunchyroll,Staple Entertainment,"Action, Fantasy, Romance, Ecchi",,"Harem, Isekai",Seinen
54100,Ienai feat. asmi,,言えない feat. asmi,Music,Original,1.0,Finished Airing,False,"Jul 9, 2022",3 min,G - All Ages,6.07,428.0,,14709,890,0,,,,,,,,,Music,
48994,Closure no Kimitsu File,Closure's Secret Files,クロージャの機密ファイル,ONA,Game,17.0,Finished Airing,False,"May 16, 2021 to Nov 21, 2021",2 min per ep,G - All Ages,6.07,187.0,9567.0,17302,477,1,,,,,,Yostar Pictures,Comedy,,,
48557,Super Nova Revolu5tar,Super Nova Revolu5tar,SUPER NOVA REVOLU5TAR,Music,Game,1.0,Finished Airing,False,"Jul 24, 2020",2 min,PG-13 - Teens 13 or older,6.07,160.0,,19283,327,0,,,,Happy Elements,,,,,"Idols (Male), Music",
48552,Rainbow Stairway,Rainbow Stairway,Rainbow Stairway,Music,Game,1.0,Finished Airing,False,"Jul 10, 2020",2 min,PG-13 - Teens 13 or older,6.07,157.0,,19444,317,0,The song is part of the Ensemble Stars! Jin Sagami & Akiomi Kunugi New Idol Song album.,,,,,Happy Elements,,,"Idols (Male), Music",
53523,Brand New Day,,,Music,Original,1.0,Finished Airing,False,2001,3 min,PG-13 - Teens 13 or older,6.07,111.0,,21133,222,0,,,,,,Studio 4°C,,,Music,
53183,Lupin III x McDonald's CMs,,さらば長き注文（オーダー）,CM,Manga,4.0,Finished Airing,False,"Sep 27, 2022 to Jun 28, 2024",36 sec per ep,G - All Ages,6.07,441.0,,14487,943,0,,,,,,KOO-KI,Comedy,,,
52275,Shitteiru Tegami,,知っている手紙,Music,Original,1.0,Finished Airing,False,"Jun 23, 2022",1 min,PG-13 - Teens 13 or older,6.07,182.0,,19279,328,1,,,,,,Yostar Pictures,,,Music,
51190,Fei Ren Zai: Shenxian Ye Ai Chi,,非人哉之神仙也爱吃,ONA,Manga,3.0,Finished Airing,False,"Dec 11, 2017 to Dec 25, 2017",3 min per ep,PG-13 - Teens 13 or older,6.07,158.0,9569.0,17052,500,0,,,,,,Fenz,"Comedy, Fantasy",,Mythology,
48436,Gintama: The Final x Mameshiba,,銀魂 THE FINAL×豆しば,CM,Unknown,2.0,Finished Airing,False,"Dec 2, 2020 to Jan 8, 2021",30 sec per ep,PG-13 - Teens 13 or older,6.07,437.0,,12365,1721,3,,,,,,,Comedy,,Parody,
44628,Quanzhi Fashi: Q Ban Xiao Juchang 2nd Season,,全职法师Q版小剧场 第2季,ONA,Novel,12.0,Finished Airing,False,"Sep 15, 2017 to Nov 24, 2017",2 min per ep,PG-13 - Teens 13 or older,6.07,112.0,9544.0,17064,498,0,,,,,,,Comedy,,,
12677,Ozma,Ozma,オズマ,TV,Original,6.0,Finished Airing,False,"Mar 17, 2012 to Apr 21, 2012",24 min per ep,PG-13 - Teens 13 or older,6.07,7360.0,9542.0,5611,15922,8,,spring,Unknown,"WOWOW, Pony Canyon, Planet, Viki, Slow Curve, Cyclone Graphics",,"Gonzo, LandQ studios","Action, Adventure, Sci-Fi",,,
10697,Asa kara Zusshiri Milk Pot,Thick and Creamy Milk Pot,朝からずっしり・ミルクポット,OVA,Visual novel,2.0,Finished Airing,False,"Aug 5, 2011 to Jan 27, 2012",19 min per ep,Rx - Hentai,6.07,3684.0,,7039,9062,46,,,,"White Bear, Mediabank",,Studio 9 Maiami,Hentai,,,
10286,Soukou Kijo Iris Special,,装甲騎女イリス,Special,Visual novel,1.0,Finished Airing,False,"May 21, 2010",3 min,Rx - Hentai,6.07,1117.0,,10455,3088,2,,,,Pixy,,Anime Antenna Iinkai,"Supernatural, Hentai",,,
7458,Watashi no Shiranai Mesu no Kao,,私の知らない妻（メス）の貌,OVA,Visual novel,1.0,Finished Airing,False,"Jan 29, 2010",30 min,Rx - Hentai,6.07,2127.0,,8252,6090,16,,,,Mary Jane,,Studio Eromatick,Hentai,,,
5281,Hissatsu Chikan Nin,The Last Train To Gropesville,必殺痴漢人,OVA,Visual novel,2.0,Finished Airing,False,"Sep 12, 2008 to Dec 12, 2008",26 min per ep,Rx - Hentai,6.07,1426.0,,9664,3944,6,,,,Digital Works,Kitty Media,Y.O.U.C,Hentai,,,
839,Samurai Spirits 2: Asura Zanmaden,Samurai Spirits 2,サムライスピリッツ2 アスラ斬魔伝,OVA,Game,2.0,Finished Airing,False,"Jun 25, 1999 to Sep 30, 1999",30 min per ep,R - 17+ (violence & profanity),6.06,1364.0,9623.0,10508,3037,2,,,,,,Ajia-do,"Action, Fantasy",,"Martial Arts, Samurai, Super Power",
49215,Celia-sensei no Wakuwaku Magical Kyoushitsu,,セリア先生のわくわくまじかる教室,ONA,Light novel,18.0,Finished Airing,False,"May 25, 2021 to Sep 21, 2021",1 min per ep,PG-13 - Teens 13 or older,6.06,1537.0,9585.0,8381,5889,33,,,,Kanon Sound,,AQUA ARIS,"Comedy, Fantasy",,"Isekai, Reincarnation",
669,Kujibiki Unbalance,,くじびきアンバランス,OVA,Other,3.0,Finished Airing,False,"Dec 22, 2004 to Apr 22, 2005",25 min per ep,PG-13 - Teens 13 or older,6.06,5898.0,9607.0,6054,13043,6,,,,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,"Comedy, Romance",,School,
49439,Kamisama Boku wa,Dear God,神様ぼくは,Music,Original,1.0,Finished Airing,False,"Mar 8, 2016",3 min,G - All Ages,6.06,123.0,,20073,282,0,,,,,,,,,Music,
14663,Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,,クイーンズブレイド リベリオンVSはぐれ勇者の鬼畜美学,PV,Other,1.0,Finished Airing,False,"Jun 27, 2012",3 min,R+ - Mild Nudity,6.06,6602.0,,5686,15346,9,,,,,,Arms,"Action, Fantasy, Ecchi",,Urban Fantasy,
14249,Ribbon no Kishi (1999),,リボンの騎士 (1999),Movie,Unknown,1.0,Finished Airing,False,"Dec 4, 1999",8 min,G - All Ages,6.06,222.0,9623.0,14931,831,1,,,,,,Tezuka Productions,Adventure,,,
1899,Masou Kishin Cybuster,Cybuster,魔装機神サイバスター,TV,Game,26.0,Finished Airing,False,"May 3, 1999 to Oct 25, 1999",24 min per ep,PG-13 - Teens 13 or older,6.06,1325.0,9612.0,9531,4102,2,,spring,Mondays at 18:30 (JST),"TV Tokyo, Bandai Visual, Nihon Ad Systems, Omnibus Promotion","Discotek Media, Geneon Entertainment USA",Ashi Productions,"Action, Adventure, Sci-Fi",,Mecha,
2526,Kirara,,KIRARA,OVA,Manga,1.0,Finished Airing,False,"Sep 21, 2000",39 min,R+ - Mild Nudity,6.06,2722.0,9603.0,7888,6816,14,,,,"TOHO, Toho Music, Polydor Records",,Ashi Productions,"Comedy, Romance, Supernatural, Ecchi",,,Seinen
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,I Don't Like My Big Brother At All!,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,TV,Manga,12.0,Finished Airing,False,"Jan 9, 2011 to Mar 27, 2011",23 min per ep,PG-13 - Teens 13 or older,6.06,42270.0,9618.0,2314,93595,88,,winter,Sundays at 00:30 (JST),Starchild Records,Media Blasters,Zexcs,"Comedy, Romance, Ecchi",,Harem,
12411,Inga Nikki,UN-GO: Inga Nikki,因果日記,ONA,Original,10.0,Finished Airing,False,"Oct 5, 2011 to Dec 22, 2011",22 sec per ep,G - All Ages,6.06,2905.0,9598.0,7735,7167,2,,,,,Sentai Filmworks,Bones,,,Parody,
49994,Yakou wo Yobu,,夜光を呼ぶ,Music,Original,1.0,Finished Airing,False,"Sep 25, 2021",4 min,G - All Ages,6.06,170.0,,19400,320,0,"The music video initially premiered on KOKO's YouTube channel on September 25, 2021, but was reuploaded again on September 28, with corrected credits.",,,Kamitsubaki Studio,,,,,Music,
426,Final Fantasy,Legend of the Crystals: Final Fantasy,ファイナルファンタジー,OVA,Game,4.0,Finished Airing,False,"Mar 21, 1994 to Jul 21, 1994",30 min per ep,PG-13 - Teens 13 or older,6.06,6796.0,9591.0,5538,16417,20,,,,Square Enix,Urban Vision,Madhouse,"Action, Adventure, Comedy, Fantasy",,,
1986,Wakusei Robo Danguard Ace,Dangard Ace,惑星ロボ ダンガードA[エース],TV,Original,56.0,Finished Airing,False,"Mar 6, 1977 to Mar 26, 1978",25 min per ep,PG-13 - Teens 13 or older,6.06,643.0,9641.0,11493,2265,1,,spring,Sundays at 19:00 (JST),,,Toei Animation,Sci-Fi,,"Mecha, Military, Space",
1769,Oh! Super Milk-chan,The Super Milk-Chan Show,OH! スーパーミルクチャン,TV,Original,12.0,Finished Airing,False,"Jan 27, 2000 to Apr 13, 2000",21 min per ep,R - 17+ (violence & profanity),6.06,2787.0,9615.0,8139,6310,41,,winter,Thursdays at 18:30 (JST),"Genco, Pioneer LDC, Space Shower Music",ADV Films,Pierrot,"Action, Comedy, Sci-Fi",,Parody,
10736,Precure kara Minna e no Ouen Movie,,プリキュアからみんなへの応援ムービー,ONA,Original,1.0,Finished Airing,False,"May 20, 2011",32 sec,G - All Ages,6.06,898.0,9620.0,10871,2724,1,,,,,,Toei Animation,,,Mahou Shoujo,
204,Yumeria,,ゆめりあ,TV,Visual novel,12.0,Finished Airing,False,"Jan 9, 2004 to Mar 26, 2004",24 min per ep,PG-13 - Teens 13 or older,6.06,13240.0,9643.0,4366,29189,33,,winter,Fridays at 00:30 (JST),,"ADV Films, Sentai Filmworks",Studio Deen,"Action, Comedy, Ecchi",,"Harem, Super Power",
10060,Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu,,それいけ!アンパンマン「空とぶ絵本とガラスの靴」,Movie,Unknown,1.0,Finished Airing,False,"Jul 13, 1996",1 hr,PG - Children,6.06,162.0,9629.0,15745,664,0,,,,,,TMS Entertainment,"Comedy, Fantasy",,,Kids
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,,それいけ！アンパンマン ゆうれい船をやっつけろ！！,Movie,Unknown,1.0,Finished Airing,False,"Jul 29, 1995",56 min,PG - Children,6.06,179.0,9630.0,16311,583,0,,,,,,TMS Entertainment,"Comedy, Fantasy",,,Kids
9947,Lan Mao,3000 Whys Of Blue Cat,蓝猫淘气3000问,TV,Original,3057.0,Finished Airing,False,"Oct 8, 1999 to Aug 2001",11 min per ep,PG - Children,6.06,227.0,9610.0,14600,915,0,,fall,Not scheduled once per week,Beijing Sunchime Happy Culture Company,,,"Adventure, Comedy",,,
1284,Houma Hunter Lime,Jewel BEM Hunter Lime,宝魔ハンターライム,OVA,Visual novel,3.0,Finished Airing,False,"Oct 25, 1996 to Mar 7, 1997",27 min per ep,PG-13 - Teens 13 or older,6.06,1417.0,9597.0,10175,3356,5,,,,"TBS, Asmik Ace","Media Blasters, Sentai Filmworks",Ashi Productions,"Comedy, Fantasy",,,
9520,Zero Tester,,ゼロテスター,TV,Original,38.0,Finished Airing,False,"Oct 1, 1973 to Jun 17, 1974",24 min per ep,PG-13 - Teens 13 or older,6.06,555.0,9643.0,12870,1466,2,,fall,Mondays at 19:00 (JST),Tohokushinsha Film Corporation,,Sunrise,"Action, Adventure, Sci-Fi",,Mecha,
51098,Shinobi no Ittoki,Shinobi no Ittoki,忍の一時,TV,Original,12.0,Finished Airing,False,"Oct 4, 2022 to Dec 20, 2022",23 min per ep,PG-13 - Teens 13 or older,6.06,63596.0,9627.0,1407,179812,709,,fall,Tuesdays at 20:00 (JST),"TMS Entertainment, Toy's Factory, DMM pictures, DMM Music, NetEase, Vobile Japan",,TROYCA,Action,,School,
57373,Migi Hidari Kimi Kimi Migi Shita Uwame Kyurun Mecho Kawa!,Right Left You You Puppy Dog Eyes Mecho Kawaii!,右左君君右下上目きゅるんめちょかわ！,Music,Original,1.0,Finished Airing,False,"Nov 29, 2023",3 min,PG-13 - Teens 13 or older,6.05,173.0,,19057,342,0,,,,Hololive Production,,,,,"Idols (Female), Music",
55388,Antenna,,アンテナ,Music,Original,1.0,Finished Airing,False,"Feb 18, 2021",4 min,PG-13 - Teens 13 or older,6.05,108.0,,21540,201,0,,,,,,,,,Music,
55617,Day/Night DiSCO,,Day/Night DiSCO,Music,Game,1.0,Finished Airing,False,"Jun 10, 2023",1 min,PG-13 - Teens 13 or older,6.05,161.0,,19509,313,0,,,,,,,,,"Idols (Male), Music",
9243,Nine 2: Koibito Sengen,,ナイン2 恋人宣言,TV Special,Manga,1.0,Finished Airing,False,"Dec 18, 1983",1 hr 7 min,PG-13 - Teens 13 or older,6.05,527.0,9685.0,13422,1252,0,,,,Fuji TV,,Group TAC,"Romance, Sports",,"School, Team Sports",Shounen
9166,Attack No.1: Namida no Sekai Senshuken,,アタックNo.1 涙の世界選手権,Movie,Unknown,1.0,Finished Airing,False,"Dec 19, 1970",55 min,PG-13 - Teens 13 or older,6.05,324.0,9662.0,13893,1100,0,,,,Tokyo Movie Shinsha,,,"Drama, Sports",,Team Sports,Shoujo
8967,Hidari no O'Clock!!,,左のオクロック!!,OVA,Unknown,2.0,Finished Airing,False,"Feb 5, 1990",40 min per ep,PG-13 - Teens 13 or older,6.05,324.0,9672.0,14543,927,0,,,,,,Toei Animation,Drama,,,
8964,Stitch!: Zutto Saikou no Tomodachi,Stitch: Season 3,スティッチ！～ずっと最高のトモダチ～,TV,Unknown,29.0,Finished Airing,False,"Jul 6, 2010 to Mar 8, 2011",25 min per ep,PG - Children,6.05,833.0,9650.0,10961,2652,3,,summer,Unknown,,,Shin-Ei Animation,"Adventure, Comedy",,,Kids
8443,Mahou no Star Magical Emi: Semishigure,,魔法のスターマジカルエミ 蝉時雨,OVA,Original,1.0,Finished Airing,False,"Sep 21, 1986",1 hr,PG - Children,6.05,652.0,9680.0,12734,1529,2,,,,,,Pierrot,Comedy,,Mahou Shoujo,
2307,Lime-iro Senkitan: Nankoku Yume Roman,,らいむいろ戦奇譚 南国夢浪漫,OVA,Visual novel,2.0,Finished Airing,False,"Apr 23, 2004 to Jun 25, 2004",28 min per ep,R - 17+ (violence & profanity),6.05,1493.0,9677.0,9601,4017,2,,,,"KSS, Soft Garage",,Studio Hibari,"Action, Comedy, Ecchi",,Mecha,
7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,,向ヶ丘千里はただ見つめていたのだった,Music,Original,1.0,Finished Airing,False,"Jun 30, 2009",5 min,G - All Ages,6.05,951.0,,12522,1642,6,,,,,,,,,Music,
7252,Grick no Bouken,The Enchanted Journey,グリックの冒険,Movie,Book,1.0,Finished Airing,False,"Jul 21, 1981",1 hr 24 min,G - All Ages,6.05,241.0,9668.0,15420,715,2,,,,,,Studio Korumi,"Adventure, Drama, Fantasy",,,Kids
25543,M3: Sono Kuroki Hagane Recap,,M3～ソノ黒キ鋼～,ONA,Original,1.0,Finished Airing,False,"Jul 22, 2014",24 min,PG-13 - Teens 13 or older,6.05,583.0,9680.0,11804,2064,4,,,,flying DOG,,"Satelight, C2C",Action,,Mecha,
25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,,魔女っこ姉妹のヨヨとネネ「初恋」,Special,Manga,1.0,Finished Airing,False,"Jun 25, 2014",2 min,G - All Ages,6.05,782.0,9682.0,12078,1907,0,,,,"Starchild Records, Tokuma Shoten",,ufotable,,,Music,
6215,Dr.,,Dr.,Music,Original,1.0,Finished Airing,False,"Mar 14, 2009",5 min,G - All Ages,6.05,1383.0,,10715,2857,0,,,,,,Sunrise,"Action, Adventure, Sci-Fi",,"Music, Super Power",
32083,Luck & Logic,Luck & Logic,ラクエンロジック,TV,Card game,12.0,Finished Airing,False,"Jan 9, 2016 to Mar 26, 2016",24 min per ep,PG-13 - Teens 13 or older,6.05,47076.0,9678.0,2052,112767,140,,winter,Saturdays at 22:30 (JST),"Bandai Visual, Lantis, Bushiroad, Yuhodo",Funimation,Doga Kobo,"Action, Fantasy",,,
20855,Bacterial Contamination,,細菌汚染 – Bacterial Contamination –,Music,Original,1.0,Finished Airing,False,"Feb 3, 2012",4 min,PG-13 - Teens 13 or older,6.05,3083.0,,8800,5213,13,,,,,,,Horror,,Music,
3936,Personal Computer Travel Tanteidan,Superbook 2,パソコントラベル探偵団,TV,Original,26.0,Finished Airing,False,"Apr 4, 1983 to Sep 26, 1983",24 min per ep,PG - Children,6.05,458.0,9685.0,13037,1395,3,,spring,Unknown,,,Tatsunoko Production,"Adventure, Sci-Fi",,Historical,Kids
1100,Soreyuke! Uchuu Senkan Yamamoto Youko,Starship Girl Yamamoto Yohko,それゆけ！宇宙戦艦ヤマモト・ヨーコ,OVA,Novel,3.0,Finished Airing,False,"Mar 6, 1996 to Jun 5, 1996",30 min per ep,PG-13 - Teens 13 or older,6.05,1597.0,9648.0,8056,6471,1,,,,Kadokawa Shoten,,J.C.Staff,"Adventure, Comedy, Sci-Fi",,,
17671,Animal 1,,アニマル１,TV,Manga,27.0,Finished Airing,False,"Apr 1, 1968 to Sep 30, 1968",25 min per ep,PG-13 - Teens 13 or older,6.05,161.0,9660.0,14621,909,1,,spring,Mondays at 19:30 (JST),Mushi Production,,,Sports,,Combat Sports,
17215,Sore Ike! Anpanman: Happy no Daibouken,Anpanman: The Adventure of Happie,それいけ! アンパンマン ハピーの大冒険,Movie,Unknown,1.0,Finished Airing,False,"Jul 16, 2005",51 min,PG - Children,6.05,141.0,9647.0,16882,518,0,,,,,,TMS Entertainment,Comedy,,,Kids
3180,Manga Aesop Monogatari (TV),,まんがイソップ物語,TV,Unknown,52.0,Finished Airing,False,"Oct 10, 1983 to Dec 22, 1983",15 min per ep,G - All Ages,6.05,154.0,9683.0,16084,613,1,,fall,Unknown,,,Nippon Animation,"Comedy, Fantasy",,,Kids
3080,Anime Tenchou,Animation Store Manager,アニメ店長,OVA,Other,1.0,Finished Airing,False,"Aug 19, 2002",2 min,G - All Ages,6.05,5891.0,9661.0,6296,11818,6,,,,animate Film,,Gainax,Action,,Parody,
2892,Hakushon Daimaou,Bob in the Bottle,ハクション大魔王,TV,Original,52.0,Finished Airing,False,"Oct 5, 1969 to Sep 27, 1970",24 min per ep,G - All Ages,6.05,1270.0,9671.0,10913,2689,1,,fall,Unknown,Omnibus Promotion,Saban Entertainment,Tatsunoko Production,"Comedy, Fantasy",,,
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,The Enemy's the Pirates!: The Cats' Banquet,敵は海賊 ～猫たちの饗宴～,TV,Novel,6.0,Finished Airing,False,"Dec 26, 1989 to Dec 31, 1989",25 min per ep,R+ - Mild Nudity,6.05,943.0,9652.0,11020,2603,5,,fall,Unknown,"Kitty Films, Mitsubishi, Kitty Film Mitaka Studio",,"Production I.G, Madhouse, Watanabe Promotion","Comedy, Sci-Fi",,,
2566,Uchuujin Tanaka Tarou,Taro the Space Alien,うちゅう人田中太郎,TV,Manga,24.0,Finished Airing,False,"Apr 17, 2000 to Mar 26, 2001",20 min per ep,G - All Ages,6.05,488.0,9654.0,13482,1237,2,,spring,Unknown,Shogakukan Productions,VIZ Media,Studio Hibari,Comedy,,School,Kids
556,Koutetsu Tenshi Kurumi Zero,,鋼鉄天使くるみ零,OVA,Original,3.0,Finished Airing,False,"Apr 18, 2001 to Jun 20, 2001",15 min per ep,R+ - Mild Nudity,6.05,2334.0,9674.0,8454,5784,3,,,,"m.o.e., Pony Canyon",,OLM,"Drama, Romance, Sci-Fi",,,
49739,Snickers x Shingeki no Kyojin,Snickers x Attack on Titan,スニッカーズ×進撃の巨人,CM,Original,2.0,Finished Airing,False,"Oct 1, 2019 to Nov 1, 2019",30 sec per ep,PG-13 - Teens 13 or older,6.05,2452.0,,8648,5465,18,Episode 1: Titan design based of Dewi Sukarno. Episode 2: Titan design based of retired professional wrestler Riki Choshu.,,,,,Wit Studio,Comedy,,,
49894,Eiyuu Kyoushitsu,Classroom for Heroes,英雄教室,TV,Light novel,12.0,Finished Airing,False,"Jul 9, 2023 to Sep 24, 2023",23 min per ep,PG-13 - Teens 13 or older,6.05,49189.0,9666.0,1805,133311,482,,summer,Sundays at 23:00 (JST),"Square Enix, Lantis, Movic, Shueisha, Jinnan Studio, Tencent Japan, Bandai Namco Filmworks, Bandai Namco Music Live",Crunchyroll,Actas,"Action, Fantasy, Ecchi",,"Harem, School",
15093,Koihime†Musou OVA Omake,,ちびちび演技 恋姫ふらっしゅ～張飛、おっぱいをもとめんとするのこと～,Special,Visual novel,1.0,Finished Airing,False,"Apr 1, 2009",12 min,R+ - Mild Nudity,6.03,598.0,9758.0,11670,2153,1,,,,,,,"Adventure, Comedy, Ecchi",,,
14213,Otogi Manga Calendar,,おとぎマンガカレンダー,TV,Original,312.0,Finished Airing,False,"Jun 25, 1962 to Jun 25, 1964",5 min per ep,G - All Ages,6.03,173.0,9767.0,14773,874,8,"Otogi Manga Calendar was broadcast Mondays through Saturdays by Tokyo Broadcasting System. After the conclusion of the series in 1964, episodes were rebroadcast on June 27, July 4, and July 11.",summer,Not scheduled once per week,"TBS, Otogi Production",,,,,Historical,
22547,Blade & Soul,Blade & Soul,ブレイドアンドソウル,TV,Game,13.0,Finished Airing,False,"Apr 4, 2014 to Jun 27, 2014",24 min per ep,R - 17+ (violence & profanity),6.03,55548.0,9738.0,1900,124463,131,,spring,Unknown,TBS,Sentai Filmworks,Gonzo,"Action, Adventure, Fantasy",,Martial Arts,
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,Galaxy Fraulein Yuna,銀河お嬢様伝説ユナ ～哀しみのセイレーン～,OVA,Visual novel,2.0,Finished Airing,False,"Sep 21, 1995 to Nov 22, 1995",28 min per ep,PG-13 - Teens 13 or older,6.03,2158.0,9743.0,8633,5489,5,,,,"Starchild Records, animate Film, Movic",ADV Films,J.C.Staff,"Action, Adventure, Comedy, Sci-Fi",,"Mahou Shoujo, Mecha",
13231,Metal Fight Beyblade Zero G,Beyblade: Shogun Steel,メタルファイト ベイブレード ZEROG,TV,Manga,38.0,Finished Airing,False,"Apr 8, 2012 to Dec 23, 2012",12 min per ep,PG - Children,6.03,8852.0,9765.0,5545,16388,17,,spring,Unknown,"TV Tokyo, d-rights",Nelvana,SynergySP,"Adventure, Sports",,,Kids
12581,Asa made Jugyou Chu!,See Me After Class,朝まで授業chu!,OVA,Manga,1.0,Finished Airing,False,"Jun 23, 2012",29 min,R+ - Mild Nudity,6.03,28335.0,9736.0,3077,57593,119,,,,Media Factory,,GoHands,"Comedy, Romance, Ecchi",,"Crossdressing, Harem, School",Seinen
2033,Tamala 2010: A Punk Cat in Space,Tamala 2010: A Punk Cat in Space,タマラ 2010 ア パンク キャット イン スペース,Movie,Original,1.0,Finished Airing,False,"Oct 19, 2002",1 hr 31 min,R - 17+ (violence & profanity),6.03,3381.0,9775.0,6386,11390,66,,,,Kinetique,Deaf Crocodile,,"Avant Garde, Comedy, Sci-Fi",,Psychological,
