mal_id,title,title_english,title_japanese,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics
329,Planetes,Planetes,プラネテス,TV,Manga,26.0,Finished Airing,False,"Oct 4, 2003 to Apr 17, 2004",25 min per ep,PG-13 - Teens 13 or older,8.25,79650.0,336.0,980,265678,3994,Planetes is the winner of the 2005 Seiun Award for Best Dramatic Presentation in science fiction.,fall,Saturdays at 08:05 (JST),"Bandai Visual, NHK","Bandai Entertainment, Crunchyroll",Sunrise,"Award Winning, Drama, Romance, Sci-Fi",,"Adult Cast, Space, Workplace",Seinen
264,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,はじめの一歩 -Champion Road-,TV Special,Manga,1.0,Finished Airing,False,"Apr 18, 2003",1 hr 31 min,PG-13 - Teens 13 or older,8.25,89391.0,331.0,1671,147115,261,,,,,"Discotek Media, Geneon Entertainment USA",Madhouse,Sports,,Combat Sports,Shounen
139,Hunter x Hunter: Greed Island Final,,HUNTER×HUNTER G・I Final,OVA,Manga,14.0,Finished Airing,False,"Mar 3, 2004 to Aug 18, 2004",23 min per ep,PG-13 - Teens 13 or older,8.25,81021.0,332.0,1642,150385,250,,,,,,Nippon Animation,"Action, Adventure, Fantasy",,,Shounen
57067,Fanren Xiu Xian Chuan 3rd Season,A Record of Mortal's Journey to Immortality Season 3,凡人修仙传 第三季,ONA,Web novel,48.0,Finished Airing,False,"Nov 25, 2023 to Oct 19, 2024",20 min per ep,PG-13 - Teens 13 or older,8.24,859.0,342.0,11598,2195,26,,,,bilibili,,"Original Force, Wonder Cat Animation","Action, Adventure, Fantasy",,"Historical, Martial Arts",
37989,Golden Kamuy 2nd Season,Golden Kamuy Season 2,ゴールデンカムイ,TV,Manga,12.0,Finished Airing,False,"Oct 8, 2018 to Dec 24, 2018",23 min per ep,R - 17+ (violence & profanity),8.24,119995.0,344.0,1184,219572,972,,fall,Mondays at 23:00 (JST),"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation,Geno Studio,"Action, Adventure",,"Adult Cast, Historical, Military",Seinen
35111,Haikyuu!! Movie 4: Concept no Tatakai,Haikyu!! The Movie: Battle of Concepts,ハイキュー!! コンセプトの戦い,Movie,Manga,1.0,Finished Airing,False,"Sep 29, 2017",1 hr 28 min,PG-13 - Teens 13 or older,8.24,37990.0,345.0,2291,95491,89,,,,,,Production I.G,Sports,,"School, Team Sports",Shounen
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,Kaiji: Against All Rules,逆境無頼カイジ 破戒録篇,TV,Manga,26.0,Finished Airing,False,"Apr 6, 2011 to Sep 28, 2011",24 min per ep,R - 17+ (violence & profanity),8.24,111649.0,344.0,1266,202413,2866,,spring,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,Suspense,,"Adult Cast, High Stakes Game, Psychological, Strategy Game",Seinen
36990,Non Non Biyori Movie: Vacation,,劇場版 のんのんびより ばけーしょん,Movie,Manga,1.0,Finished Airing,False,"Aug 25, 2018",1 hr 11 min,PG-13 - Teens 13 or older,8.24,39069.0,349.0,2506,82344,207,,,,Lantis,Sentai Filmworks,SILVER LINK.,Slice of Life,,"CGDCT, Iyashikei",Seinen
1033,Sennen Joyuu,Millennium Actress,千年女優,Movie,Original,1.0,Finished Airing,False,"Sep 14, 2002",1 hr 26 min,PG-13 - Teens 13 or older,8.24,89640.0,340.0,1295,197715,2822,"The film won the awards of Best Animation Film and Fantasia Ground-Breaker at the 2001 Fantasia Film Festival. It was also awarded the Feature Film Award at the 8th Animation Kobe. In 2002, it won the prestigious Ofuji Noburo Award at the Mainichi Film Awards, and was honored with the Orient Express Award at the 2001 Festival de Cine de Sitges in Spain. The film was nominated for four Annie Awards in 2004, including Outstanding Direction and Writing.",,,"Bandai Visual, WOWOW, Genco, Kadokawa Shoten, KlockWorx","Eleven Arts, DreamWorks",Madhouse,"Action, Adventure, Award Winning, Drama, Fantasy, Romance",,"Adult Cast, Historical, Showbiz",
49918,Boku no Hero Academia 6th Season,My Hero Academia Season 6,僕のヒーローアカデミア,TV,Manga,25.0,Finished Airing,False,"Oct 1, 2022 to Mar 25, 2023",23 min per ep,PG-13 - Teens 13 or older,8.24,358887.0,341.0,293,724218,7277,Boku no Hero Academia 6th Season adapts chapters 258-328 of the manga.,fall,Saturdays at 17:30 (JST),"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",,Bones,Action,,"School, Super Power",Shounen
31812,Kuroshitsuji Movie: Book of the Atlantic,Black Butler: Book of the Atlantic,劇場版 黒執事 Book of the Atlantic,Movie,Manga,1.0,Finished Airing,False,"Jan 21, 2017",1 hr 40 min,R - 17+ (violence & profanity),8.24,97774.0,347.0,1221,212011,1587,,,,"Aniplex, WOWOW, Square Enix, Mainichi Broadcasting System, Movic, Hakuhodo DY Music & Pictures, Lawson, Kinoshita Group Holdings",Funimation,A-1 Pictures,"Action, Mystery, Supernatural",,"Historical, Mythology",Shounen
265,Hajime no Ippo: Mashiba vs. Kimura,Fighting Spirit: Mashiba vs. Kimura,はじめの一歩 間柴vs木村 死刑執行,OVA,Manga,1.0,Finished Airing,False,"Sep 5, 2003",1 hr 1 min,PG-13 - Teens 13 or older,8.24,73146.0,347.0,1970,118707,222,,,,,Discotek Media,Madhouse,Sports,,Combat Sports,Shounen
34036,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,Detective Conan: Episode One - The Great Detective Turned Small,名探偵コナン エピソードONE 小さくなった名探偵,TV Special,Manga,1.0,Finished Airing,False,"Dec 9, 2016",1 hr 33 min,PG-13 - Teens 13 or older,8.24,15712.0,348.0,4154,32559,64,,,,YTV,Discotek Media,TMS Entertainment,"Adventure, Comedy, Mystery",,Detective,Shounen
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,TV,Light novel,25.0,Finished Airing,False,"Apr 4, 2016 to Sep 19, 2016",26 min per ep,R - 17+ (violence & profanity),8.24,1477575.0,351.0,23,2311491,70972,"Re:Zero kara Hajimeru Isekai Seikatsu adapts the first nine volumes of Tappei Nagatsuki's light novel series of the same title. An edited version of the series, titled Re:Zero kara Hajimeru Isekai Seikatsu: Shin Henshuu-ban (Re: Zero -Starting Life In Another World- Director's Cut), received a rebroadcast starting January 1, 2020. Twenty-five episodes of the original series were combined into thirteen 49-minute long episodes with some scenes being slightly extended. The last four minutes of episode 13 featured new scenes that were later included at the beginning of the second season.",spring,Mondays at 01:05 (JST),"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures",Funimation,White Fox,"Drama, Fantasy, Suspense",,"Isekai, Psychological, Time Travel",
56653,BanG Dream! Ave Mujica,Ave Mujica: The Die is Cast,BanG Dream! Ave Mujica,TV,Mixed media,13.0,Currently Airing,True,"Jan 2, 2025 to Mar 27, 2025",23 min per ep,PG-13 - Teens 13 or older,8.23,3321.0,361.0,5192,19536,297,"BanG Dream! Ave Mujica was released on Blu-ray in two volumes by Bushiroad Music on May 28, 2025.",winter,Thursdays at 23:00 (JST),"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, Bushiroad Music, HoriPro International",,SANZIGEN,Drama,,Music,
54959,BanG Dream! It's MyGO!!!!!,,バンドリ！It's MyGO!!!!!,TV,Mixed media,13.0,Finished Airing,False,"Jun 29, 2023 to Sep 14, 2023",23 min per ep,PG-13 - Teens 13 or older,8.23,14080.0,361.0,4272,30466,803,,summer,Thursdays at 23:00 (JST),"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, Bushiroad Music, HoriPro International, Ace Crew Entertainment",,SANZIGEN,Drama,,Music,
52684,Shen Yin Wangzuo 2nd Season,Throne of Seal 2nd Season,神印王座 第二季,ONA,Web novel,,Currently Airing,True,"Nov 10, 2022 to ?",20 min,PG-13 - Teens 13 or older,8.23,2133.0,358.0,8552,5627,128,Shen Yin Wangzuo 2nd Season is an adaptation of the 2011 web novel written by Tang Jia San Shao.,,,"Tencent Penguin Pictures, Xuanshi Tangmen, Tianshi Wenhua",,Shenman Entertainment,"Action, Adventure, Fantasy",,,
52578,Boku no Kokoro no Yabai Yatsu,The Dangers in My Heart,僕の心のヤバイやつ,TV,Manga,12.0,Finished Airing,False,"Apr 2, 2023 to Jun 18, 2023",23 min per ep,PG-13 - Teens 13 or older,8.23,189311.0,362.0,681,371331,5496,,spring,Sundays at 01:30 (JST),"Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Sentai Filmworks,Shin-Ei Animation,"Comedy, Romance",,School,Shounen
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation Season 2,無職転生 II ～異世界行ったら本気だす～,TV,Light novel,12.0,Finished Airing,False,"Jul 10, 2023 to Sep 25, 2023",23 min per ep,R - 17+ (violence & profanity),8.23,374666.0,356.0,345,657350,7389,"Mushoku Tensei II: Isekai Ittara Honki Dasu was released on Blu-ray in two volumes from October 18, 2023, to December 20, 2023.",summer,Mondays at 00:00 (JST),"Frontier Works, TOHO, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment",,Studio Bind,"Adventure, Drama, Fantasy, Ecchi",,"Isekai, Reincarnation",
37055,Youjo Senki Movie,Saga of Tanya the Evil: The Movie,劇場版 幼女戦記,Movie,Light novel,1.0,Finished Airing,False,"Feb 8, 2019",1 hr 38 min,R - 17+ (violence & profanity),8.23,160972.0,359.0,872,302836,1170,,,,"AT-X, Sony Music Communications, Kadokawa, Kadokawa Animation",,Nut,"Action, Fantasy",,"Isekai, Military, Reincarnation",
25681,Kamisama Hajimemashita◎,Kamisama Kiss Season 2,神様はじめました◎,TV,Manga,12.0,Finished Airing,False,"Jan 6, 2015 to Mar 31, 2015",23 min per ep,PG-13 - Teens 13 or older,8.23,232715.0,352.0,561,436358,3524,,winter,Tuesdays at 02:05 (JST),"Dentsu, Sotsu",Funimation,TMS Entertainment,"Comedy, Romance, Supernatural",,Mythology,Shoujo
28805,Bakemono no Ko,The Boy and the Beast,バケモノの子,Movie,Original,1.0,Finished Airing,False,"Jul 11, 2015",1 hr 59 min,PG-13 - Teens 13 or older,8.23,232778.0,360.0,560,438822,3226,"With over ¥5.8 billion in total, Bakemono no Ko was Japan's second highest-grossing domestic film of 2015. It won the Japan Academy Prize for Best Animated Feature, and was also nominated for an Annie Award in its independent category.",,,"Dentsu, Yomiuri Telecasting, Kadokawa Shoten, TOHO, Nippon Television Network, Arquebuse",Funimation,Studio Chizu,Fantasy,,"Anthropomorphic, Isekai",
33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,機動戦士ガンダム 鉄血のオルフェンズ 第2期,TV,Original,25.0,Finished Airing,False,"Oct 2, 2016 to Apr 2, 2017",24 min per ep,R - 17+ (violence & profanity),8.23,85277.0,352.0,1636,151623,1687,,fall,Sundays at 17:00 (JST),"Sotsu, Asatsu DK, Mainichi Broadcasting System",Funimation,Sunrise,"Action, Drama, Sci-Fi",,"Mecha, Space",
11843,Danshi Koukousei no Nichijou,Daily Lives of High School Boys,男子高校生の日常,TV,Web manga,12.0,Finished Airing,False,"Jan 10, 2012 to Mar 27, 2012",24 min per ep,PG-13 - Teens 13 or older,8.23,427628.0,363.0,230,852538,14584,"Danshi Koukousei no Nichijou includes eight pre-airings of about five minutes in length, which were distributed through Nico Nico Douga. These pre-airings were all eventually shown during the TV series' run. The anime was released on Blu-ray in a premium and standard edition by NIS America. The former was released on August 6, 2013 and the latter on August 4, 2015. The series was dubbed in Tagalog by Creative Programs, Inc.",winter,Tuesdays at 02:00 (JST),"TV Tokyo, Square Enix, Trinity Sound, Happinet Pictures","NIS America, Inc.",Sunrise,Comedy,,"Gag Humor, School",
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,Light novel,13.0,Finished Airing,False,"Oct 4, 2018 to Dec 27, 2018",24 min per ep,PG-13 - Teens 13 or older,8.23,1159227.0,356.0,50,1830220,48485,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai adapts the first 5 volumes of Hajime Kamoshida's Seishun Buta Yarou Series light novels.,fall,Thursdays at 02:20 (JST),"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",Aniplex of America,CloverWorks,"Drama, Romance, Supernatural",,School,
512,Majo no Takkyuubin,Kiki's Delivery Service,魔女の宅急便,Movie,Novel,1.0,Finished Airing,False,"Jul 29, 1989",1 hr 43 min,G - All Ages,8.23,403837.0,354.0,369,622070,6264,The film won the 1989 Animage's Anime Grand Prix Award.,,,Streamline Pictures,"Disney Platform Distribution, GKIDS",Studio Ghibli,"Adventure, Award Winning, Comedy, Drama, Fantasy",,,
50602,Spy x Family Part 2,,SPY×FAMILY,TV,Manga,13.0,Finished Airing,False,"Oct 1, 2022 to Dec 24, 2022",24 min per ep,PG-13 - Teens 13 or older,8.23,544622.0,359.0,165,1019501,7537,"Spy x Family Part 2 was released on Blu-ray and DVD in three volumes from January 18, 2023 to May 17, 2023.",fall,Saturdays at 23:00 (JST),"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",,"Wit Studio, CloverWorks","Action, Comedy",,"Childcare, Super Power",Shounen
39247,Kobayashi-san Chi no Maid Dragon S,Miss Kobayashi's Dragon Maid S,小林さんちのメイドラゴンS,TV,Manga,12.0,Finished Airing,False,"Jul 8, 2021 to Sep 23, 2021",23 min per ep,PG-13 - Teens 13 or older,8.23,291625.0,354.0,399,582984,5790,,summer,Thursdays at 00:00 (JST),"Lantis, ABC Animation, Heart Company",,Kyoto Animation,"Slice of Life, Supernatural",,,
45577,IDOLiSH7 Third Beat!,IDOLISH7 Third BEAT!,アイドリッシュセブン Third BEAT!,TV,Game,13.0,Finished Airing,False,"Jul 4, 2021 to Sep 26, 2021",24 min per ep,PG-13 - Teens 13 or older,8.23,8369.0,365.0,4709,24677,394,"IDOLiSH7 Third Beat! was released on Blu-ray and DVD in four special limited-edition volumes from September 28, 2021 to March 29, 2022.",summer,Sundays at 22:30 (JST),Lantis,,TROYCA,Drama,,"Idols (Male), Music",
60108,One Piece: Gyojin Tou-hen,One Piece Log: Fish-Man Island Saga,SPECIAL EDITED VERSION『ONE PIECE』魚人島編,TV,Manga,21.0,Currently Airing,True,"Nov 3, 2024 to ?",23 min per ep,PG-13 - Teens 13 or older,8.22,5898.0,371.0,4173,32215,145,,fall,Sundays at 09:30 (JST),,,Toei Animation,"Action, Adventure, Fantasy",,,Shounen
60108,One Piece: Gyojin Tou-hen,One Piece Log: Fish-Man Island Saga,SPECIAL EDITED VERSION『ONE PIECE』魚人島編,TV,Manga,21.0,Currently Airing,True,"Nov 3, 2024 to ?",23 min per ep,PG-13 - Teens 13 or older,8.22,5898.0,371.0,4173,32215,145,,fall,Sundays at 09:30 (JST),,,Toei Animation,"Action, Adventure, Fantasy",,,Shounen
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,魔法少女まどか★マギカ,TV,Original,12.0,Finished Airing,False,"Jan 7, 2011 to Apr 22, 2011",24 min per ep,PG-13 - Teens 13 or older,8.37,781040.0,224.0,104,1342004,57366,"Mahou Shoujo Madoka★Magica has garnered widespread critical acclaim, particularly in regards to its subversive approach toward the magical girl subgenre. In a 2012 interview, series writer Gen Urobuchi remarked that the original story was influenced by Hidamari Sketch, Magical Girl Lyrical Nanoha, and Le Portrait de Petite Cossette. The series has received various awards and nominations since its release. In 2011, it won the Grand Prize for Animation at the 15th Japan Media Arts Awards; the Television Award at the 16th Animation Kobe Awards; and 12 Newtype awards. In 2012, it won the 43rd Seiun Award for Best Media as well as the Television Award at the 11th Tokyo Anime Awards. Released on Blu-ray and DVD in six volumes in Japan from April 27, 2011 to September 21, 2011, the anime was considered a commercial success, with each volume selling over 50,000 copies. It was also released in the same formats in North America by Aniplex from February 14, 2012 to June 12, 2012, spanning three volumes. The company later released a Blu-ray complete box set on September 27, 2016. The series has received multiple video game adaptations and cameos in other media.",winter,Fridays at 01:25 (JST),"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,"Award Winning, Drama, Suspense",,"Mahou Shoujo, Psychological",
38883,Haikyuu!! To the Top,Haikyu!! To the Top,ハイキュー!! TO THE TOP,TV,Manga,13.0,Finished Airing,False,"Jan 11, 2020 to Apr 4, 2020",24 min per ep,PG-13 - Teens 13 or older,8.37,610931.0,221.0,172,991625,5397,,winter,Saturdays at 01:25 (JST),"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Sports,,"School, Team Sports",Shounen
22789,Barakamon,Barakamon,ばらかもん,TV,Web manga,12.0,Finished Airing,False,"Jul 6, 2014 to Sep 28, 2014",22 min per ep,PG-13 - Teens 13 or older,8.37,350600.0,217.0,320,686034,13165,,summer,Sundays at 02:20 (JST),"VAP, Nippon Television Network",Funimation,Kinema Citrus,Slice of Life,,"Childcare, Iyashikei, Visual Arts",
9260,Kizumonogatari I: Tekketsu-hen,Kizumonogatari Part 1: Iron-Blooded,傷物語〈Ⅰ鉄血篇〉,Movie,Light novel,1.0,Finished Airing,False,"Jan 8, 2016",1 hr 4 min,R - 17+ (violence & profanity),8.36,297969.0,226.0,428,554169,3785,The Kizumonogatari movie trilogy adapts the third volume of NisiOisiN's Monogatari Series: First Season.,,,"Aniplex, Kodansha",Aniplex of America,Shaft,"Action, Mystery, Supernatural",,Vampire,
6945,Gintama: Shiroyasha Koutan,Gintama: Jump Festa 2008 Special,ジャンプアニメツアー 2008 白夜叉降誕,Special,Manga,1.0,Finished Airing,False,"Sep 21, 2008",10 min,PG-13 - Teens 13 or older,8.36,35554.0,229.0,2724,72402,92,,,,,,Sunrise,"Action, Comedy, Sci-Fi",,"Historical, Parody",
39808,Non Non Biyori Nonstop,Non Non Biyori Nonstop,のんのんびより のんすとっぷ,TV,Manga,12.0,Finished Airing,False,"Jan 11, 2021 to Mar 29, 2021",24 min per ep,PG-13 - Teens 13 or older,8.36,50661.0,228.0,1820,131469,960,,winter,Mondays at 01:35 (JST),"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",Sentai Filmworks,SILVER LINK.,Slice of Life,,"CGDCT, Iyashikei",Seinen
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,KonoSuba: God's Blessing on This Wonderful World! 3,この素晴らしい世界に祝福を！3,TV,Light novel,11.0,Finished Airing,False,"Apr 10, 2024 to Jun 19, 2024",23 min per ep,PG-13 - Teens 13 or older,8.36,188057.0,226.0,499,477525,5348,"Kono Subarashii Sekai ni Shukufuku wo! 3 was released on Blu-ray and DVD in four volumes from July 24, 2024, to October 25, 2024.",spring,Wednesdays at 23:30 (JST),"Half H.P Studio, Nippon Columbia, 81 Produce, Sammy, Kadokawa",,Drive,"Adventure, Comedy, Fantasy",,"Isekai, Parody",
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,TV,Light novel,11.0,Finished Airing,False,"Jan 11, 2021 to Mar 22, 2021",23 min per ep,R - 17+ (violence & profanity),8.36,889797.0,228.0,95,1442102,36834,Mushoku Tensei: Isekai Ittara Honki Dasu adapts chapters 1-26 of Yuka Fujikawa's manga series and volumes 1-3 of Rifujin na Magonote's light novel series of the same title.,winter,Mondays at 00:00 (JST),"Frontier Works, TOHO, Magic Capsule, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE, Toho Music",Funimation,Studio Bind,"Adventure, Drama, Fantasy, Ecchi",,"Isekai, Reincarnation",
39551,Tensei shitara Slime Datta Ken 2nd Season,That Time I Got Reincarnated as a Slime Season 2,転生したらスライムだった件,TV,Manga,12.0,Finished Airing,False,"Jan 12, 2021 to Mar 30, 2021",23 min per ep,PG-13 - Teens 13 or older,8.36,599833.0,232.0,162,1035524,10882,,winter,Tuesdays at 23:00 (JST),Kodansha,Funimation,8bit,"Action, Comedy, Fantasy",,"Isekai, Reincarnation",Shounen
